City,Cloudiness,Country,timestamp,Humidity,Lat,Lng,MaxTemp,WindSpeed,absLat
kpandu,100,GH,1570050758,86,7,0.29,76.08,7.25,7
krabi,75,TH,1570052887,100,8.06,98.92,75.2,1.12,8.06
kralendijk,20,BQ,1570051407,74,12.15,-68.27,87.8,18.34,12.15
krasnoborsk,66,RU,1570051005,97,61.56,45.93,40.63,6.33,61.56
krasnomayskiy,0,RU,1570052936,74,55,82.52,37.4,6.71,55
kristiansund,75,NO,1570052828,93,63.12,7.73,46.4,14.99,63.12
kruisfontein,100,ZA,1570050797,38,-34,24.73,65.6,5.44,34
kudahuvadhoo,100,MV,1570050799,79,2.67,72.89,81.87,14.36,2.67
kui buri,96,TH,1570052899,98,12.07,99.86,71.65,2.04,12.07
kuito,52,AO,1570050937,57,-12.38,16.94,62.83,5.79,12.38
kulachi,0,PK,1570050950,55,31.93,70.46,75.12,3.13,31.93
kulhudhuffushi,2,MV,1570047597,73,6.62,73.07,82.38,8.72,6.62
kulu,100,CD,1570050984,98,3.47,23.69,70.23,1.05,3.47
kunashak,0,RU,1570052883,46,55.7,61.55,50,11.18,55.7
kungurtug,0,RU,1570050726,70,50.6,97.53,20.47,1.39,50.6
kununurra,0,AU,1570047568,77,-15.77,128.74,68,4.7,15.77
kupang,0,ID,1570047530,60,-10.16,123.6,75.2,6.93,10.16
kurara,29,IN,1570051614,85,25.98,79.99,74.58,1.23,25.98
kurilsk,0,RU,1570050709,92,45.23,147.88,59.35,21.34,45.23
kurmanayevka,0,RU,1570050969,85,52.51,52.07,46.86,9.22,52.51
kurush,0,RU,1570050692,82,41.28,47.83,60.8,5.82,41.28
kushima,39,JP,1570050753,95,31.5,131.29,73.11,4.97,31.5
kushiro,100,JP,1570050777,95,43.11,144.15,56.73,0.94,43.11
kutahya,0,TR,1570051622,52,39.42,29.98,68,5.82,39.42
kutum,47,SD,1570050976,40,14.2,24.66,79.23,11.14,14.2
kuvandyk,0,RU,1570050759,61,51.48,57.35,44.76,5.12,51.48
kuzino,100,RU,1570047602,81,57.02,59.44,47.02,12.26,57.02
kvareli,0,GE,1570050957,48,41.95,45.82,58.47,3,41.95
kyren,0,RU,1570051027,77,51.68,102.13,11.49,4.97,51.68
kysyl-syr,78,RU,1570050762,91,63.9,122.77,22.44,4.74,63.9
la gomera,40,GT,1570052854,70,14.09,-91.05,87.8,16.11,14.09
la ronge,75,CA,1570050699,56,55.1,-105.3,42.8,14.99,55.1
labe,94,NG,1570052809,85,7.7,8.47,74.06,4.21,7.7
labuan,75,BN,1570050773,83,5.28,115.24,78.8,4.7,5.28
labuhan,64,ID,1570050738,93,-2.54,115.51,70.87,1.59,2.54
laela,82,TZ,1570047588,56,-8.57,32.05,70.14,4.79,8.57
lagoa,0,PT,1570050746,64,37.14,-8.45,68,12.75,37.14
lagos,100,NG,1570050783,95,6.46,3.39,75.01,1.21,6.46
laguna,40,BZ,1570050773,79,16.17,-88.94,86,4.7,16.17
lahaina,40,US,1570051310,78,20.87,-156.68,87.8,14.99,20.87
lahat,49,ID,1570047548,79,-3.78,103.55,66.37,2.91,3.78
lalmohan,1,BD,1570051575,86,22.34,90.74,78.49,2.64,22.34
lamesa,90,US,1570050997,54,32.74,-101.95,88,6.93,32.74
lampa,20,CL,1570047604,36,-33.29,-70.87,64,11.41,33.29
lamu,88,CN,1570052843,73,35.77,102.37,53.52,4.07,35.77
las matas de farfan,100,DO,1570051558,82,18.87,-71.52,78.29,5.82,18.87
lasa,20,CY,1570047516,77,34.92,32.53,75.2,5.82,34.92
lashio,100,MM,1570050701,99,22.93,97.75,64.68,0.96,22.93
lata,1,IN,1570047564,85,30.78,78.62,31.36,1.54,30.78
latung,0,ID,1570051583,92,-8.45,120.42,67.74,4,8.45
launceston,0,AU,1570050654,93,-41.43,147.14,48.99,3.36,41.43
lavrentiya,66,RU,1570050724,80,65.58,-170.99,38.24,13.6,65.58
lavumisa,19,ZA,1570052870,86,-27.31,31.88,54.94,3.44,27.31
lazaro cardenas,40,MX,1570050918,61,28.39,-105.62,77,3.36,28.39
lebork,0,PL,1570050780,93,54.54,17.75,48,5.82,54.54
lebu,54,ET,1570050696,92,8.96,38.73,53,2.39,8.96
leeton,0,AU,1570050701,38,-34.55,146.4,60.8,3.36,34.55
leh,0,IN,1570050744,39,34.16,77.58,30.48,0.6,34.16
lencois paulista,0,BR,1570051597,29,-22.6,-48.8,98.6,4.7,22.6
leningradskiy,100,RU,1570050765,94,69.38,178.42,29.83,15.64,69.38
lensk,100,RU,1570051576,84,60.71,114.91,29.28,7.78,60.71
lerwick,67,GB,1570051598,87,60.15,-1.15,50,6.93,60.15
les cayes,100,HT,1570052952,77,18.19,-73.75,83.35,13.31,18.19
leshukonskoye,100,RU,1570051537,95,64.9,45.76,34.08,12.73,64.9
lethem,90,GY,1570052867,44,3.38,-59.8,93.21,6.4,3.38
letlhakane,0,BW,1570051034,62,-21.42,25.59,59.82,14.56,21.42
leuwiliang,20,ID,1570050950,88,-6.57,106.63,77,4.7,6.57
lewiston,90,US,1570051009,71,44.1,-70.21,57.2,11.41,44.1
lewistown,90,US,1570052733,88,40.39,-90.15,87.8,9.17,40.39
lexington,1,US,1570047297,34,38.05,-84.5,95,11.41,38.05
lianzhou,0,CN,1570050962,71,24.79,112.38,66.93,0.76,24.79
liaoyang,0,CN,1570047608,100,41.27,123.17,57.2,4.47,41.27
libertador general san martin,40,AR,1570047372,37,-23.81,-64.79,66.23,4.43,23.81
lichinga,63,MZ,1570050769,76,-13.3,35.25,72.82,6.93,13.3
lilongwe,25,MW,1570051616,82,-13.97,33.79,65.33,9.4,13.97
lima,90,PE,1570050952,82,-12.06,-77.04,64.4,9.17,12.06
lingao,1,CN,1570050709,82,19.91,109.69,78.63,6.42,19.91
linhares,0,BR,1570052625,70,-19.38,-40.06,71.23,8.81,19.38
linqiong,40,CN,1570051516,94,30.42,103.46,75,0.83,30.42
linqu,0,CN,1570047566,57,36.52,118.54,64,3.67,36.52
lithakia,20,GR,1570050927,77,37.72,20.83,75.2,3.36,37.72
litija,90,SI,1570050798,100,46.06,14.83,53.01,4.7,46.06
liverpool,0,GB,1570050767,87,53.41,-2.98,46,3.36,53.41
livingston,1,US,1570051033,32,32.58,-88.19,98.6,2.37,32.58
livno,40,BA,1570050723,93,43.83,17,60.8,5.82,43.83
liwale,15,TZ,1570050755,93,-9.8,37.92,68.05,9.37,9.8
lodja,100,CD,1570050725,94,-3.52,23.6,70.17,1.1,3.52
lokosovo,100,RU,1570051585,87,61.13,74.84,46.92,18.48,61.13
lompoc,1,US,1570050702,19,34.64,-120.46,79,8.75,34.64
longkou,0,CN,1570051018,68,37.64,120.47,69.61,4.25,37.64
longyearbyen,75,NO,1570050473,92,78.22,15.63,32,14.99,78.22
lorengau,80,PG,1570050778,82,-2.02,147.27,78.45,3.96,2.02
loreto,84,PY,1570047539,75,-23.27,-57.32,79.32,8.19,23.27
los llanos de aridane,61,ES,1570050713,88,28.66,-17.92,82.99,10.29,28.66
luanda,75,AO,1570050465,88,-8.83,13.24,75.2,9.17,8.83
lubao,100,CD,1570051028,79,-5.39,25.75,73.14,2.21,5.39
lubbock,75,US,1570052540,65,33.58,-101.86,80.6,12.75,33.58
lucapa,84,AO,1570050954,66,-8.42,20.74,69.67,2.64,8.42
lucca,0,IT,1570050752,93,43.84,10.5,64,3.36,43.84
luderitz,0,NA,1570050710,91,-26.65,15.16,55.65,18.48,26.65
lukiv,92,UA,1570050949,74,51.05,25.4,61,6.44,51.05
luohe,46,CN,1570052847,48,33.57,114.03,70.1,2.89,33.57
lusambo,100,CD,1570050998,91,-4.97,23.44,69.97,0.47,4.97
luwuk,7,ID,1570050456,96,-0.95,122.79,60.18,3.04,0.95
luziania,0,BR,1570052655,22,-16.25,-47.95,89.6,6.93,16.25
maamba,0,ZM,1570047543,69,-17.36,27.22,71.05,8.55,17.36
mabaruma,100,GY,1570047425,82,8.2,-59.78,80.68,3.85,8.2
macamic,75,CA,1570050754,66,48.75,-79,44.6,9.17,48.75
macau,0,BR,1570051035,73,-5.11,-36.64,77.82,26.08,5.11
mackay,20,CA,1570050753,54,53.65,-115.58,53.6,2.24,53.65
macomer,20,IT,1570052822,64,40.26,8.77,71.6,10.29,40.26
madzhalis,0,RU,1570050940,42,42.12,47.83,44.99,6.42,42.12
magdagachi,0,RU,1570050992,60,53.45,125.8,26.77,5.01,53.45
mago,67,RU,1570047373,88,53.27,140.15,31.83,2.98,53.27
magole,93,TZ,1570051030,91,-6.37,37.37,66.37,7.27,6.37
mahanoro,100,MG,1570051515,94,-19.9,48.8,69.78,1.21,19.9
mahebourg,75,MU,1570050694,88,-20.41,57.7,75.2,11.41,20.41
mahendranagar,74,IN,1570052811,87,28.02,81.63,73.97,3.94,28.02
mahibadhoo,95,MV,1570050723,76,3.78,72.97,80.72,2.04,3.78
maiduguri,65,NG,1570051611,52,11.84,13.15,84.1,6.31,11.84
makakilo city,75,US,1570047523,78,21.35,-158.09,86,6.93,21.35
makueni,94,KE,1570047567,79,-1.8,37.62,67.45,9.93,1.8
male,66,UA,1570047533,52,50.74,33.7,56.85,12.66,50.74
malinovskiy,90,RU,1570050978,84,54.15,34.53,52.89,7.74,54.15
malinyi,100,TZ,1570050726,80,-8.94,36.14,75.64,3.49,8.94
malmyzh,95,RU,1570047579,82,56.52,50.68,48.23,14.34,56.52
mama,75,MX,1570047510,62,20.48,-89.36,89.6,6.93,20.48
mamakan,99,RU,1570051573,86,57.82,114.02,27.4,5.06,57.82
mana,14,NG,1570050954,63,13.03,5.27,78.69,8.1,13.03
manaure,75,CO,1570052845,83,11.78,-72.45,84.2,8.05,11.78
manavalakurichi,75,IN,1570047538,88,8.13,77.3,80.6,5.82,8.13
mandalgovi,100,MN,1570050971,81,45.76,106.27,29.1,20.22,45.76
mandera,47,ET,1570050704,70,3.94,41.86,84.99,15.68,3.94
mangai,6,CD,1570052890,93,-4.07,19.59,71.22,0.43,4.07
manggar,100,ID,1570052865,92,-2.88,108.27,74.73,2.04,2.88
mangrol,0,IN,1570052941,84,25.33,76.51,74.83,3.91,25.33
manicore,20,BR,1570050991,66,-5.81,-61.3,89.6,8.05,5.81
maniitsoq,100,GL,1570052963,58,65.42,-52.9,43.78,7.81,65.42
maningrida,85,AU,1570050772,93,-12.05,134.23,64.99,5.82,12.05
manoel urbano,100,BR,1570047542,42,-8.84,-69.26,92.17,3.2,8.84
manokwari,0,ID,1570050996,71,-0.87,134.08,72.49,4.61,0.87
manta,4,RO,1570052932,62,45.1,24.1,61.26,3.38,45.1
mantua,20,IT,1570047628,88,45.16,10.79,64.99,6.93,45.16
manuk mangkaw,19,PH,1570047629,73,4.8,119.85,82.05,6.82,4.8
mao,75,DO,1570047561,100,19.55,-71.08,80.6,14.99,19.55
mar del plata,92,AR,1570050621,22,-46.43,-67.52,53.72,10.47,46.43
maragogi,0,BR,1570050799,85,-9.01,-35.22,72.26,5.7,9.01
marawi,84,PH,1570050681,92,8,124.29,73.99,7,8
mareeba,75,AU,1570051004,83,-16.99,145.42,71.6,9.17,16.99
margate,0,AU,1570050786,62,-43.03,147.26,53.6,10.29,43.03
mariakani,20,KE,1570050976,88,-3.87,39.47,77,4.07,3.87
marienburg,75,DE,1570051523,81,52.12,9.98,51.01,14.99,52.12
marks,0,US,1570050700,34,34.26,-90.27,97,9.17,34.26
maroantsetra,66,MG,1570051024,98,-15.43,49.74,65.49,1.43,15.43
marquette,90,US,1570051336,75,46.54,-87.4,48,12.75,46.54
marrakesh,0,MA,1570051569,53,31.63,-7.99,75.2,8.05,31.63
marsabit,0,KE,1570047543,43,2.34,37.99,85.38,14.72,2.34
marsaxlokk,20,MT,1570051640,83,35.84,14.54,75.99,8.05,35.84
marsh harbour,0,BS,1570050968,79,26.54,-77.06,80.4,15.97,26.54
marshalltown,90,US,1570050528,100,42.04,-92.91,63,11.41,42.04
martapura,53,ID,1570051638,87,-3.41,114.85,76.42,7.87,3.41
martil,0,MA,1570047552,44,35.62,-5.28,75.2,9.17,35.62
martvili,0,GE,1570047615,46,42.41,42.38,71.6,16.11,42.41
marystown,99,CA,1570052819,71,47.17,-55.16,44.47,8.01,47.17
marzuq,22,YE,1570050721,55,14.4,46.47,75.66,2.95,14.4
mastic beach,75,US,1570051636,65,40.77,-72.85,84.2,8.05,40.77
matagami,0,NG,1570050716,88,9.67,8.4,69.8,9.17,9.67
matamoros,1,US,1570047315,52,25.87,-97.51,91.99,9.17,25.87
matane,90,CA,1570052925,73,48.83,-67.52,42.8,14.99,48.83
mataura,98,NZ,1570050670,92,-46.19,168.86,44.01,4,46.19
maturin,61,VE,1570050771,66,9.75,-63.18,80.13,6.22,9.75
maubin,20,MM,1570051550,94,16.73,95.65,78.8,5.82,16.73
maumere,0,ID,1570052951,74,-8.63,122.22,73.12,2.71,8.63
maungatapere,100,NZ,1570051580,57,-35.76,174.21,57,10,35.76
mawlaik,35,MM,1570052886,95,23.63,94.42,67.29,2.51,23.63
mayen,0,DE,1570050952,93,50.33,7.22,48.99,8.05,50.33
mayo,75,CA,1570050756,81,63.59,-135.9,44.6,3.31,63.59
mayskiy,0,RU,1570047627,76,43.63,44.06,60.01,4.47,43.63
mayumba,98,GA,1570050731,83,-3.44,10.65,76.69,6.02,3.44
mazagao,40,BR,1570047590,52,-0.12,-51.29,91.4,16.11,0.12
mazara del vallo,75,IT,1570050747,88,37.65,12.59,73.4,6.93,37.65
mbaiki,100,CF,1570052947,96,3.87,17.99,70.06,1.21,3.87
mbale,42,UG,1570050960,89,1.07,34.17,66.25,3.62,1.07
mbanza-ngungu,95,CD,1570051586,79,-5.25,14.87,75.09,1.57,5.25
mecca,0,SA,1570050679,68,21.43,39.83,83.24,5.88,21.43
medicine hat,5,CA,1570052822,61,50.04,-110.68,46.99,10.29,50.04
medveda,0,RU,1570052924,56,56.51,92.41,41,13.42,56.51
mehamn,90,NO,1570047514,74,71.03,27.85,39.2,16.11,71.03
melfi,40,IT,1570047599,53,41,15.66,75.2,9.17,41
melita,78,CA,1570050765,85,49.27,-100.98,42.01,7.81,49.27
merauke,8,ID,1570052852,80,-8.49,140.4,78.6,22.19,8.49
mercedes,100,UY,1570050749,75,-33.25,-58.03,57.99,15.99,33.25
mersing,98,MY,1570052809,88,2.43,103.84,73.77,1.01,2.43
methoni,20,GR,1570047618,77,36.82,21.7,73.99,6.91,36.82
metro,8,ID,1570050706,91,-5.11,105.31,72.98,7.02,5.11
meulaboh,100,ID,1570050766,80,4.14,96.13,78.67,4.61,4.14
mezen,67,RU,1570050774,79,65.85,44.24,34.69,17.63,65.85
mezohegyes,0,HU,1570050678,59,46.32,20.82,66.2,6.93,46.32
mgandu,29,TZ,1570052884,60,-5.96,34.11,67.83,10.85,5.96
miandrivazo,83,MG,1570051590,62,-19.53,45.46,76.92,12.21,19.53
micheweni,84,TZ,1570047590,82,-4.97,39.83,78.88,6.33,4.97
mikkeli,75,FI,1570052957,100,61.69,27.27,39.2,3.36,61.69
miltenberg,20,DE,1570050732,81,49.7,9.25,51.8,8.05,49.7
miraflores,40,PE,1570047498,42,-16.39,-71.52,64.4,12.75,16.39
miranda de ebro,75,ES,1570052930,93,42.69,-2.95,60.8,3.36,42.69
mirnyy,100,RU,1570052937,96,56.57,36.46,51.09,2.17,56.57
misratah,0,LY,1570050564,72,32.38,15.09,78.72,16.08,32.38
missoula,1,US,1570051302,49,46.87,-114,50,3.36,46.87
mitchell,90,US,1570051571,93,43.71,-98.03,46.4,10.29,43.71
mitsamiouli,0,KM,1570050996,80,-11.38,43.28,78.34,10.89,11.38
mitu,0,IR,1570050807,47,36.2,46.09,51.43,2.04,36.2
mitzic,100,GA,1570051592,98,0.78,11.55,69.67,4.43,0.78
miyang,100,CN,1570050940,95,24.4,103.44,57.57,2.66,24.4
mizdah,16,LY,1570047620,22,31.45,12.98,78.61,12.55,31.45
mnogovershinnyy,54,RU,1570050961,83,53.94,139.92,29.56,4.54,53.94
moerai,1,PF,1570051606,66,-22.43,-151.33,70.89,9.57,22.43
mogadishu,0,SO,1570050644,82,2.04,45.34,77.25,9.31,2.04
mogoytuy,58,RU,1570047503,65,51.28,114.93,27.28,2.04,51.28
mola di bari,20,IT,1570050712,46,41.06,17.09,75.99,9.17,41.06
mongar,79,BT,1570050805,94,27.28,91.24,43.44,4.14,27.28
monitos,75,CO,1570050686,78,8.25,-76.05,82.4,4.25,8.25
monrovia,75,LR,1570050766,94,6.33,-10.8,77,7.4,6.33
monster,6,NL,1570051567,87,52.03,4.17,55.4,6.93,52.03
montepuez,50,MZ,1570047625,68,-13.13,39,74.58,5.5,13.13
moose factory,75,CA,1570047557,75,51.26,-80.61,42.8,4.7,51.26
moquegua,0,PE,1570052937,48,-17.19,-70.93,62.25,9.24,17.19
morant bay,40,JM,1570051536,79,17.88,-76.41,84.2,10.29,17.88
morden,90,CA,1570047508,86,49.19,-98.1,43,6.93,49.19
morgan city,40,US,1570050762,55,29.7,-91.21,96.01,8.05,29.7
morgantown,40,US,1570047546,40,39.63,-79.96,91.4,11.41,39.63
moron,100,HT,1570050748,76,18.56,-74.26,82.12,4.09,18.56
morondava,0,MG,1570047509,77,-20.3,44.28,79.39,7.31,20.3
mosina,0,PL,1570050804,93,52.25,16.85,46.99,5.82,52.25
mosquera,75,CO,1570050749,63,4.71,-74.23,66.2,14.99,4.71
mount gambier,90,AU,1570047522,93,-37.83,140.78,53.6,11.41,37.83
mount isa,0,AU,1570047525,33,-20.73,139.49,71.6,4.7,20.73
moussoro,65,TD,1570051001,45,13.64,16.49,88.68,6.22,13.64
mozarlandia,40,BR,1570050723,34,-14.74,-50.57,92.62,2.48,14.74
mpanda,32,BI,1570052904,80,-3.17,29.4,63.87,0.92,3.17
mugumu,2,TZ,1570050984,73,-1.84,34.67,68.71,2.75,1.84
mugur-aksy,0,RU,1570050760,70,50.38,90.44,11.96,3.24,50.38
muhos,0,FI,1570051608,69,64.81,26,35.6,10.29,64.81
muisne,40,EC,1570050930,78,0.61,-80.02,80.6,12.75,0.61
mukhen,100,RU,1570047561,90,48.19,136.14,44.31,18.72,48.19
mulege,100,MX,1570052875,65,26.88,-111.98,82.79,9.86,26.88
muli,0,CN,1570050931,63,28.08,109.56,68.57,2.75,28.08
mumford,100,GH,1570050981,94,5.26,-0.76,74.29,2.73,5.26
muncar,89,ID,1570050994,93,-8.43,114.34,71.86,1.57,8.43
muravlenko,100,RU,1570051611,95,63.79,74.5,45.76,19.3,63.79
murgab,40,TM,1570050791,67,37.5,61.97,57.2,7.43,37.5
muriwai beach,50,NZ,1570050783,71,-36.82,174.45,59,3.36,36.82
muros,0,ES,1570052926,100,42.77,-9.06,60.01,2.24,42.77
muroto,100,JP,1570050947,93,33.37,134.14,70.87,8.05,33.37
murowana goslina,0,PL,1570047529,100,52.57,17.01,46,4.7,52.57
mushie,8,CD,1570051014,90,-3.02,16.92,72.49,1.81,3.02
muta,100,NG,1570050756,95,6.56,3.15,75.01,1.21,6.56
mutoko,94,ZW,1570050796,80,-17.4,32.23,61.53,4.59,17.4
muzaffarabad,0,PK,1570050997,61,34.37,73.47,58.08,3.22,34.37
muzhi,0,RU,1570052960,87,65.4,64.7,38.8,8.01,65.4
mweka,96,CD,1570050735,84,-4.85,21.56,71.85,0.87,4.85
nabire,27,ID,1570051017,95,-3.36,135.5,66.64,1.03,3.36
nacala,75,MZ,1570052903,94,-14.56,40.69,77,9.17,14.56
nacimiento,75,CL,1570051640,38,-37.5,-72.67,59,4.7,37.5
naco,90,MX,1570047572,32,31.32,-109.94,82,3.36,31.32
nador,100,MA,1570052954,44,35.17,-2.93,75.2,16.11,35.17
nadym,100,RU,1570052953,93,65.53,72.51,47.15,19.3,65.53
najran,0,SA,1570051542,31,17.54,44.22,78.8,4.7,17.54
nakamura,75,JP,1570050933,73,35.17,136.87,77,11.41,35.17
nakodar,95,IN,1570047538,70,31.13,75.48,76.13,5.1,31.13
nakusp,54,CA,1570047583,44,50.24,-117.8,49.08,4.9,50.24
nalut,0,LY,1570047608,18,31.86,10.98,79.75,11.23,31.86
namalenga,35,TZ,1570052944,77,-10.95,39.1,73.11,5.32,10.95
namatanai,88,PG,1570047561,81,-3.66,152.44,78.79,4.47,3.66
namibe,62,AO,1570050751,83,-15.19,12.15,65.26,11.3,15.19
namwala,50,ZM,1570051586,64,-15.75,26.45,72.33,11.52,15.75
nanortalik,100,GL,1570050801,74,60.14,-45.24,42.78,2.42,60.14
nantucket,90,US,1570050922,88,41.28,-70.1,69.8,13.87,41.28
nanyamba,20,MZ,1570052952,94,-10.69,39.81,75.2,11.41,10.69
nara,75,JP,1570051578,69,34.68,135.8,75.99,4.7,34.68
narasannapeta,100,IN,1570051004,87,18.42,84.04,77.53,2.82,18.42
narrabri,31,AU,1570052954,48,-30.33,149.78,66.2,18.34,30.33
narsaq,75,GL,1570050742,28,60.91,-46.05,55.4,21.92,60.91
naryan-mar,100,RU,1570047515,88,67.67,53.09,34.39,9.93,67.67
natal,0,BR,1570050693,74,-5.81,-35.21,80.6,9.17,5.81
nayoro,100,JP,1570050980,67,44.36,142.46,57.34,4.97,44.36
naze,100,NG,1570050754,97,5.43,7.07,72.89,3.11,5.43
nchelenge,0,ZM,1570051019,68,-9.35,28.74,74.38,7.9,9.35
necochea,0,AR,1570047519,65,-38.55,-58.74,48,8.01,38.55
neftcala,0,AZ,1570050717,88,39.37,49.25,67.09,6.06,39.37
negombo,20,LK,1570052809,88,7.21,79.83,78.8,2.24,7.21
neiafu,75,TO,1570050787,88,-18.65,-173.98,77,5.93,18.65
nelson bay,0,AU,1570052855,76,-32.72,152.14,64.99,8.05,32.72
nemuro,66,JP,1570050789,92,43.32,145.57,62.49,14.12,43.32
nenjiang,100,CN,1570051601,59,49.17,125.23,34.66,8.81,49.17
neryungri,100,RU,1570050993,89,56.66,124.71,21.28,6.53,56.66
neuquen,0,AR,1570047367,35,-38.95,-68.06,57.2,5.82,38.95
new norfolk,0,AU,1570050669,62,-42.78,147.06,55.99,10.29,42.78
newark,75,US,1570052719,94,40.74,-74.17,91.4,11.41,40.74
newport,43,GB,1570050974,81,51.59,-3,48,4.7,51.59
ngunguru,95,NZ,1570050981,57,-35.62,174.5,57,10,35.62
nhulunbuy,40,AU,1570051013,94,-12.18,136.78,73.4,6.93,12.18
nibong tebal,75,MY,1570051009,94,5.17,100.48,77,3.36,5.17
nieves,25,MX,1570050976,39,24,-103.02,75.19,10.58,24
niigata,75,JP,1570052963,68,37.91,139.04,69.8,4.7,37.91
nikel,75,NO,1570051005,80,69.41,30.21,35.6,17.22,69.41
nikolskoye,75,RU,1570050679,81,59.7,30.79,44.6,6.71,59.7
nioro,33,GM,1570052824,80,13.79,-15.05,79.55,8.99,13.79
nishihara,90,JP,1570050795,77,35.74,139.53,75.99,7.16,35.74
nisia floresta,0,BR,1570050724,74,-6.09,-35.21,80.6,9.17,6.09
nizhniy kuranakh,93,RU,1570050703,84,58.84,125.49,26.49,6.31,58.84
nizhniy tsasuchey,99,RU,1570047579,47,50.52,115.13,34.24,7.78,50.52
nogales,0,CL,1570051620,51,-32.73,-71.2,62.6,12.75,32.73
nokaneng,0,BW,1570050674,28,-19.66,22.19,64.93,5.61,19.66
nola,100,CF,1570051639,97,3.52,16.05,69.24,1.19,3.52
nome,75,US,1570050530,49,30.04,-94.42,93.2,8.05,30.04
norilsk,75,RU,1570051635,94,69.35,88.2,33.8,6.71,69.35
norman wells,90,CA,1570050731,93,65.28,-126.83,44.6,2.98,65.28
norsup,100,VU,1570051633,83,-16.07,167.38,77,8.05,16.07
northam,45,AU,1570050769,93,-31.65,116.67,44.6,5.82,31.65
nouakchott,0,MR,1570047552,12,18.08,-15.98,98.6,4.7,18.08
noumea,0,NC,1570050695,52,-22.28,166.46,73.99,17.22,22.28
nova varos,0,RS,1570047607,55,43.46,19.82,60.8,6.93,43.46
novo aripuana,76,BR,1570052953,42,-5.12,-60.38,93.45,1.86,5.12
novoagansk,100,RU,1570052931,90,61.94,76.66,46.18,18.57,61.94
novobelokatay,100,RU,1570050802,74,55.7,58.96,47.19,13.82,55.7
novyy starodub,0,UA,1570051625,81,48.52,33.17,53.6,6.71,48.52
novyy urengoy,100,RU,1570050925,96,66.08,76.63,44,14.74,66.08
nowy dwor mazowiecki,75,PL,1570051523,93,52.43,20.72,51.01,10.29,52.43
noyabrsk,100,RU,1570047610,93,63.2,75.45,46.52,14.23,63.2
nueva loja,75,EC,1570052902,66,0.08,-76.88,86,4.7,0.08
nuevo progreso,40,US,1570047600,49,26.05,-97.95,95,12.75,26.05
nuristan,0,UZ,1570050985,53,38.49,65.64,50,2.24,38.49
nurota,61,UZ,1570052962,39,40.56,65.69,48.2,2.24,40.56
nuuk,75,GL,1570047506,42,64.17,-51.74,48.2,12.75,64.17
nyzhnya duvanka,14,UA,1570052918,57,49.58,38.17,54.39,6.98,49.58
ocampo,6,MX,1570050793,59,27.32,-102.4,76.9,10.29,27.32
odienne,75,CI,1570051510,91,9.51,-7.57,72.46,2.71,9.51
oga,20,IT,1570051635,80,46.46,10.35,46.4,6.93,46.46
oisterwijk,1,NL,1570052853,93,51.58,5.19,52,8.05,51.58
oistins,20,BB,1570050715,62,13.07,-59.53,87.8,16.11,13.07
okato,99,NZ,1570050955,81,-39.19,173.88,45,3,39.19
okha,48,RU,1570050985,62,53.59,142.95,40.8,26.33,53.59
okhotsk,13,RU,1570050713,50,59.36,143.24,28.41,19.37,59.36
oksfjord,75,NO,1570047596,51,70.24,22.35,39.2,4.7,70.24
oktyabrskoye,0,RU,1570050788,69,56.73,85.44,39.2,8.95,56.73
olga,1,US,1570051630,31,34.11,-118.17,86,4.7,34.11
olinda,0,AU,1570050749,36,-37.84,145.39,69.01,23.04,37.84
olot,40,ES,1570052864,93,42.18,2.49,70,3.36,42.18
omboue,90,GA,1570050965,77,-1.57,9.26,76.99,10.74,1.57
omsukchan,0,RU,1570051591,81,62.53,155.8,9.37,4,62.53
onalaska,90,US,1570051563,82,43.88,-91.23,55.4,5.82,43.88
ondjiva,0,AO,1570047565,14,-17.07,15.73,70.93,6.76,17.07
onguday,0,RU,1570050986,65,50.75,86.14,22.53,3.31,50.75
ontario,1,US,1570052944,10,34.07,-117.65,87.01,5.82,34.07
opuwo,0,NA,1570051581,46,-18.06,13.84,59.37,2.89,18.06
oranjemund,0,ZA,1570047507,93,-28.55,16.43,57.52,7.96,28.55
oranjestad,75,AW,1570047451,74,12.52,-70.03,87.8,16.11,12.52
orje,0,NO,1570050991,75,59.48,11.66,46,5.82,59.48
ortona,20,IT,1570050973,93,42.35,14.4,63,4.7,42.35
oshnaviyeh,0,IR,1570051535,43,37.04,45.1,55.4,6.93,37.04
oslomej,0,MK,1570051594,77,41.58,21,62.6,2.24,41.58
ossora,92,RU,1570047576,95,59.24,163.07,37.09,4.25,59.24
ostrovnoy,97,RU,1570047546,73,68.05,39.51,34.39,20.65,68.05
otukpo,92,NG,1570050931,89,7.19,8.13,74.64,3.27,7.19
ouegoa,100,NC,1570050680,73,-20.34,164.44,69.18,11.39,20.34
oussouye,90,SN,1570047624,94,12.49,-16.54,84.2,16.11,12.49
outjo,0,NA,1570047595,21,-20.11,16.16,64.11,10.51,20.11
outram,75,MY,1570052801,88,1.28,103.84,77,1.72,1.28
ovalle,99,CL,1570050949,43,-30.6,-71.2,58.35,15.5,30.6
oxelosund,75,SE,1570050755,100,58.67,17.1,44.6,9.17,58.67
oyama,75,JP,1570050804,93,36.31,139.8,75.99,2.24,36.31
ozernovskiy,100,RU,1570047577,91,51.5,156.52,48.54,16.49,51.5
ozinki,1,RU,1570047504,84,51.2,49.73,52.28,7.9,51.2
paamiut,100,GL,1570050988,58,61.99,-49.67,46.68,11.27,61.99
